episode_id,zarr_path,fps,n_frames,lab,task,embodiment
2026-04-16-18-50-01-763219,s3://rldb/processed_v3/microagi/2026-04-16-18-50-01-763219.zarr,30.0,248.0,microagi,organize_spice_drawer,human_bimanual
2026-04-17-06-03-42-350201,s3://rldb/processed_v3/microagi/2026-04-17-06-03-42-350201.zarr,30.0,484.0,microagi,clean_the_drawer,human_bimanual
2026-04-17-06-04-00-100146,s3://rldb/processed_v3/microagi/2026-04-17-06-04-00-100146.zarr,30.0,206.0,microagi,clean_the_drawer,human_bimanual
2026-04-17-06-48-47-124451,s3://rldb/processed_v3/microagi/2026-04-17-06-48-47-124451.zarr,30.0,160.0,microagi,assemble_wooden_drawers,human_bimanual
2026-04-17-06-48-58-397784,s3://rldb/processed_v3/microagi/2026-04-17-06-48-58-397784.zarr,30.0,170.0,microagi,assemble_wooden_drawers,human_bimanual
2026-04-17-06-49-37-822784,s3://rldb/processed_v3/microagi/2026-04-17-06-49-37-822784.zarr,30.0,773.0,microagi,assemble_wooden_drawers,human_bimanual
2026-04-17-06-50-23-349451,s3://rldb/processed_v3/microagi/2026-04-17-06-50-23-349451.zarr,30.0,154.0,microagi,assemble_wooden_drawers,human_bimanual
2026-04-17-06-51-02-407880,s3://rldb/processed_v3/microagi/2026-04-17-06-51-02-407880.zarr,30.0,470.0,microagi,assemble_wooden_drawers,human_bimanual
2026-04-17-06-51-35-761213,s3://rldb/processed_v3/microagi/2026-04-17-06-51-35-761213.zarr,30.0,838.0,microagi,assemble_and_clean_wooden_drawers,human_bimanual
2026-04-17-06-52-37-732424,s3://rldb/processed_v3/microagi/2026-04-17-06-52-37-732424.zarr,30.0,164.0,microagi,assemble_and_clean_wooden_drawers,human_bimanual
2026-04-17-06-54-05-584091,s3://rldb/processed_v3/microagi/2026-04-17-06-54-05-584091.zarr,30.0,382.0,microagi,assemble_and_clean_wooden_drawers,human_bimanual
2026-04-17-09-31-49-896299,s3://rldb/processed_v3/microagi/2026-04-17-09-31-49-896299.zarr,30.0,209.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-17-09-31-57-961788,s3://rldb/processed_v3/microagi/2026-04-17-09-31-57-961788.zarr,30.0,167.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-17-09-32-05-627344,s3://rldb/processed_v3/microagi/2026-04-17-09-32-05-627344.zarr,30.0,429.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-17-12-32-51-306388,s3://rldb/processed_v3/microagi/2026-04-17-12-32-51-306388.zarr,30.0,504.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-33-18-156388,s3://rldb/processed_v3/microagi/2026-04-17-12-33-18-156388.zarr,30.0,196.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-33-30-498054,s3://rldb/processed_v3/microagi/2026-04-17-12-33-30-498054.zarr,30.0,174.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-34-01-517468,s3://rldb/processed_v3/microagi/2026-04-17-12-34-01-517468.zarr,30.0,385.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-34-29-900802,s3://rldb/processed_v3/microagi/2026-04-17-12-34-29-900802.zarr,30.0,575.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-34-54-182468,s3://rldb/processed_v3/microagi/2026-04-17-12-34-54-182468.zarr,30.0,161.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-35-07-090802,s3://rldb/processed_v3/microagi/2026-04-17-12-35-07-090802.zarr,30.0,1230.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-35-48-216732,s3://rldb/processed_v3/microagi/2026-04-17-12-35-48-216732.zarr,30.0,704.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-36-12-965065,s3://rldb/processed_v3/microagi/2026-04-17-12-36-12-965065.zarr,30.0,394.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-36-29-241732,s3://rldb/processed_v3/microagi/2026-04-17-12-36-29-241732.zarr,30.0,1804.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-37-36-583398,s3://rldb/processed_v3/microagi/2026-04-17-12-37-36-583398.zarr,30.0,247.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-37-52-592658,s3://rldb/processed_v3/microagi/2026-04-17-12-37-52-592658.zarr,30.0,376.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-38-11-637658,s3://rldb/processed_v3/microagi/2026-04-17-12-38-11-637658.zarr,30.0,825.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-12-40-57-806841,s3://rldb/processed_v3/microagi/2026-04-17-12-40-57-806841.zarr,30.0,295.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-17-14-50-30-424436,s3://rldb/processed_v3/microagi/2026-04-17-14-50-30-424436.zarr,30.0,238.0,microagi,organize_drawer,human_bimanual
2026-04-17-14-50-45-262770,s3://rldb/processed_v3/microagi/2026-04-17-14-50-45-262770.zarr,30.0,272.0,microagi,organize_drawer,human_bimanual
2026-04-17-14-50-55-067770,s3://rldb/processed_v3/microagi/2026-04-17-14-50-55-067770.zarr,30.0,174.0,microagi,organize_drawer,human_bimanual
2026-04-17-14-51-27-311103,s3://rldb/processed_v3/microagi/2026-04-17-14-51-27-311103.zarr,30.0,295.0,microagi,organize_drawer,human_bimanual
2026-04-17-14-51-38-216103,s3://rldb/processed_v3/microagi/2026-04-17-14-51-38-216103.zarr,30.0,224.0,microagi,organize_drawer,human_bimanual
2026-04-17-14-52-36-402598,s3://rldb/processed_v3/microagi/2026-04-17-14-52-36-402598.zarr,30.0,217.0,microagi,organize_drawer,human_bimanual
2026-04-17-14-52-43-672598,s3://rldb/processed_v3/microagi/2026-04-17-14-52-43-672598.zarr,30.0,153.0,microagi,organize_drawer,human_bimanual
2026-04-17-14-53-04-012598,s3://rldb/processed_v3/microagi/2026-04-17-14-53-04-012598.zarr,30.0,268.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-17-14-53-46-395931,s3://rldb/processed_v3/microagi/2026-04-17-14-53-46-395931.zarr,30.0,224.0,microagi,organize_clothing_drawer,human_bimanual
2026-04-17-14-54-20-874054,s3://rldb/processed_v3/microagi/2026-04-17-14-54-20-874054.zarr,30.0,164.0,microagi,organize_clothing_drawer,human_bimanual
2026-04-17-16-04-16-442900,s3://rldb/processed_v3/microagi/2026-04-17-16-04-16-442900.zarr,30.0,332.0,microagi,clean_freezer_drawer,human_bimanual
2026-04-17-16-04-37-217900,s3://rldb/processed_v3/microagi/2026-04-17-16-04-37-217900.zarr,30.0,341.0,microagi,clean_freezer_drawer,human_bimanual
2026-04-17-16-04-48-622900,s3://rldb/processed_v3/microagi/2026-04-17-16-04-48-622900.zarr,30.0,1649.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-07-19-817006,s3://rldb/processed_v3/microagi/2026-04-17-16-07-19-817006.zarr,30.0,153.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-07-50-163673,s3://rldb/processed_v3/microagi/2026-04-17-16-07-50-163673.zarr,30.0,194.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-09-08-462006,s3://rldb/processed_v3/microagi/2026-04-17-16-09-08-462006.zarr,30.0,268.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-09-40-507432,s3://rldb/processed_v3/microagi/2026-04-17-16-09-40-507432.zarr,30.0,643.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-10-02-650765,s3://rldb/processed_v3/microagi/2026-04-17-16-10-02-650765.zarr,30.0,442.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-10-20-924098,s3://rldb/processed_v3/microagi/2026-04-17-16-10-20-924098.zarr,30.0,793.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-10-49-435765,s3://rldb/processed_v3/microagi/2026-04-17-16-10-49-435765.zarr,30.0,195.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-11-18-881136,s3://rldb/processed_v3/microagi/2026-04-17-16-11-18-881136.zarr,30.0,204.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-11-31-186136,s3://rldb/processed_v3/microagi/2026-04-17-16-11-31-186136.zarr,30.0,237.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-16-11-56-996136,s3://rldb/processed_v3/microagi/2026-04-17-16-11-56-996136.zarr,30.0,316.0,microagi,organize_freezer_drawer,human_bimanual
2026-04-17-17-03-46-288372,s3://rldb/processed_v3/microagi/2026-04-17-17-03-46-288372.zarr,30.0,316.0,microagi,prepare_a_cup_of_oats,human_bimanual
2026-04-17-17-04-02-280450,s3://rldb/processed_v3/microagi/2026-04-17-17-04-02-280450.zarr,30.0,254.0,microagi,prepare_a_cup_of_oats,human_bimanual
2026-04-17-17-32-48-719580,s3://rldb/processed_v3/microagi/2026-04-17-17-32-48-719580.zarr,30.0,202.0,microagi,organize_cutlery_drawer,human_bimanual
2026-04-17-17-55-45-276909,s3://rldb/processed_v3/microagi/2026-04-17-17-55-45-276909.zarr,30.0,233.0,microagi,wash_and_dry_refrigerator_drawer,human_bimanual
2026-04-17-17-55-56-081909,s3://rldb/processed_v3/microagi/2026-04-17-17-55-56-081909.zarr,30.0,227.0,microagi,wash_and_dry_refrigerator_drawer,human_bimanual
2026-04-17-17-56-18-657122,s3://rldb/processed_v3/microagi/2026-04-17-17-56-18-657122.zarr,30.0,166.0,microagi,wash_and_dry_refrigerator_drawer,human_bimanual
2026-04-17-21-28-01-344724,s3://rldb/processed_v3/microagi/2026-04-17-21-28-01-344724.zarr,30.0,296.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-28-25-959724,s3://rldb/processed_v3/microagi/2026-04-17-21-28-25-959724.zarr,30.0,3087.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-30-14-556198,s3://rldb/processed_v3/microagi/2026-04-17-21-30-14-556198.zarr,30.0,169.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-30-43-906198,s3://rldb/processed_v3/microagi/2026-04-17-21-30-43-906198.zarr,30.0,317.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-31-00-816198,s3://rldb/processed_v3/microagi/2026-04-17-21-31-00-816198.zarr,30.0,1592.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-32-05-987066,s3://rldb/processed_v3/microagi/2026-04-17-21-32-05-987066.zarr,30.0,609.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-32-29-233732,s3://rldb/processed_v3/microagi/2026-04-17-21-32-29-233732.zarr,30.0,893.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-33-05-687066,s3://rldb/processed_v3/microagi/2026-04-17-21-33-05-687066.zarr,30.0,218.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-33-18-428732,s3://rldb/processed_v3/microagi/2026-04-17-21-33-18-428732.zarr,30.0,929.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-33-50-512633,s3://rldb/processed_v3/microagi/2026-04-17-21-33-50-512633.zarr,30.0,218.0,microagi,organize_desk_drawer,human_bimanual
2026-04-17-21-34-06-222633,s3://rldb/processed_v3/microagi/2026-04-17-21-34-06-222633.zarr,30.0,288.0,microagi,organize_desk_drawer,human_bimanual
2026-04-18-06-10-43-715254,s3://rldb/processed_v3/microagi/2026-04-18-06-10-43-715254.zarr,30.0,311.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-06-11-09-934765,s3://rldb/processed_v3/microagi/2026-04-18-06-11-09-934765.zarr,30.0,176.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-06-11-19-876685,s3://rldb/processed_v3/microagi/2026-04-18-06-11-19-876685.zarr,30.0,225.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-06-11-30-798385,s3://rldb/processed_v3/microagi/2026-04-18-06-11-30-798385.zarr,30.0,382.0,microagi,organize_drawer,human_bimanual
2026-04-18-07-52-43-371827,s3://rldb/processed_v3/microagi/2026-04-18-07-52-43-371827.zarr,30.0,630.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-07-53-25-490160,s3://rldb/processed_v3/microagi/2026-04-18-07-53-25-490160.zarr,30.0,435.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-07-53-50-736827,s3://rldb/processed_v3/microagi/2026-04-18-07-53-50-736827.zarr,30.0,176.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-07-54-00-875160,s3://rldb/processed_v3/microagi/2026-04-18-07-54-00-875160.zarr,30.0,880.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-07-54-32-291827,s3://rldb/processed_v3/microagi/2026-04-18-07-54-32-291827.zarr,30.0,871.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-07-55-02-007536,s3://rldb/processed_v3/microagi/2026-04-18-07-55-02-007536.zarr,30.0,291.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-07-55-45-060869,s3://rldb/processed_v3/microagi/2026-04-18-07-55-45-060869.zarr,30.0,239.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-18-07-57-42-086453,s3://rldb/processed_v3/microagi/2026-04-18-07-57-42-086453.zarr,30.0,505.0,microagi,clean_kitchen_drawer,human_bimanual
2026-04-18-07-58-00-163120,s3://rldb/processed_v3/microagi/2026-04-18-07-58-00-163120.zarr,30.0,358.0,microagi,clean_kitchen_drawer,human_bimanual
2026-04-18-07-58-24-974786,s3://rldb/processed_v3/microagi/2026-04-18-07-58-24-974786.zarr,30.0,1005.0,microagi,clean_kitchen_drawer,human_bimanual
2026-04-18-08-00-09-260747,s3://rldb/processed_v3/microagi/2026-04-18-08-00-09-260747.zarr,30.0,485.0,microagi,clean_kitchen_drawer,human_bimanual
2026-04-18-11-15-24-592455,s3://rldb/processed_v3/microagi/2026-04-18-11-15-24-592455.zarr,30.0,197.0,microagi,organize_desk_and_drawers,human_bimanual
2026-04-18-11-17-18-568536,s3://rldb/processed_v3/microagi/2026-04-18-11-17-18-568536.zarr,30.0,2122.0,microagi,organize_desk_and_drawers,human_bimanual
2026-04-18-11-32-40-355124,s3://rldb/processed_v3/microagi/2026-04-18-11-32-40-355124.zarr,30.0,748.0,microagi,organize_desk_and_drawer,human_bimanual
2026-04-18-11-33-11-866791,s3://rldb/processed_v3/microagi/2026-04-18-11-33-11-866791.zarr,30.0,424.0,microagi,organize_desk_and_drawer,human_bimanual
2026-04-18-11-36-00-497722,s3://rldb/processed_v3/microagi/2026-04-18-11-36-00-497722.zarr,30.0,720.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-37-03-354389,s3://rldb/processed_v3/microagi/2026-04-18-11-37-03-354389.zarr,30.0,165.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-37-24-762722,s3://rldb/processed_v3/microagi/2026-04-18-11-37-24-762722.zarr,30.0,162.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-48-00-974248,s3://rldb/processed_v3/microagi/2026-04-18-11-48-00-974248.zarr,30.0,1028.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-48-53-394248,s3://rldb/processed_v3/microagi/2026-04-18-11-48-53-394248.zarr,30.0,449.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-49-32-175915,s3://rldb/processed_v3/microagi/2026-04-18-11-49-32-175915.zarr,30.0,543.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-50-22-794475,s3://rldb/processed_v3/microagi/2026-04-18-11-50-22-794475.zarr,30.0,1414.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-54-36-423241,s3://rldb/processed_v3/microagi/2026-04-18-11-54-36-423241.zarr,30.0,238.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-56-41-070078,s3://rldb/processed_v3/microagi/2026-04-18-11-56-41-070078.zarr,30.0,155.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-11-59-55-377016,s3://rldb/processed_v3/microagi/2026-04-18-11-59-55-377016.zarr,30.0,261.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-12-00-06-615350,s3://rldb/processed_v3/microagi/2026-04-18-12-00-06-615350.zarr,30.0,176.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-12-00-47-930350,s3://rldb/processed_v3/microagi/2026-04-18-12-00-47-930350.zarr,30.0,150.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-12-01-00-435350,s3://rldb/processed_v3/microagi/2026-04-18-12-01-00-435350.zarr,30.0,191.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-12-01-07-870350,s3://rldb/processed_v3/microagi/2026-04-18-12-01-07-870350.zarr,30.0,290.0,microagi,organize_drawer_and_items,human_bimanual
2026-04-18-13-34-39-284476,s3://rldb/processed_v3/microagi/2026-04-18-13-34-39-284476.zarr,30.0,257.0,microagi,clean_kitchen_drawer_and_organizer,human_bimanual
2026-04-18-13-34-51-150387,s3://rldb/processed_v3/microagi/2026-04-18-13-34-51-150387.zarr,30.0,193.0,microagi,clean_kitchen_drawer_and_organizer,human_bimanual
2026-04-18-13-38-32-469557,s3://rldb/processed_v3/microagi/2026-04-18-13-38-32-469557.zarr,30.0,153.0,microagi,clean_kitchen_drawer_and_organizer,human_bimanual
2026-04-18-13-38-37-602557,s3://rldb/processed_v3/microagi/2026-04-18-13-38-37-602557.zarr,30.0,2528.0,microagi,clean_kitchen_drawer_and_organizer,human_bimanual
2026-04-18-13-57-46-485754,s3://rldb/processed_v3/microagi/2026-04-18-13-57-46-485754.zarr,30.0,176.0,microagi,get_items_from_cupboard,human_bimanual
2026-04-18-13-58-02-925754,s3://rldb/processed_v3/microagi/2026-04-18-13-58-02-925754.zarr,30.0,216.0,microagi,get_items_from_cupboard,human_bimanual
2026-04-18-13-58-23-034087,s3://rldb/processed_v3/microagi/2026-04-18-13-58-23-034087.zarr,30.0,364.0,microagi,get_items_from_cupboard,human_bimanual
2026-04-18-14-23-50-024368,s3://rldb/processed_v3/microagi/2026-04-18-14-23-50-024368.zarr,30.0,580.0,microagi,wash_cup,human_bimanual
2026-04-18-18-34-32-043787,s3://rldb/processed_v3/microagi/2026-04-18-18-34-32-043787.zarr,30.0,165.0,microagi,organize_drawer_and_snacks,human_bimanual
2026-04-18-18-34-39-982121,s3://rldb/processed_v3/microagi/2026-04-18-18-34-39-982121.zarr,30.0,230.0,microagi,organize_drawer_and_snacks,human_bimanual
2026-04-18-18-35-28-807121,s3://rldb/processed_v3/microagi/2026-04-18-18-35-28-807121.zarr,30.0,196.0,microagi,organize_drawer_and_snacks,human_bimanual
2026-04-18-18-36-14-063787,s3://rldb/processed_v3/microagi/2026-04-18-18-36-14-063787.zarr,30.0,591.0,microagi,organize_drawer_and_snacks,human_bimanual
2026-04-18-18-36-36-775358,s3://rldb/processed_v3/microagi/2026-04-18-18-36-36-775358.zarr,30.0,218.0,microagi,organize_drawer_and_snacks,human_bimanual
2026-04-18-18-36-44-947025,s3://rldb/processed_v3/microagi/2026-04-18-18-36-44-947025.zarr,30.0,287.0,microagi,organize_drawer_and_snacks,human_bimanual
2026-04-18-18-37-40-908691,s3://rldb/processed_v3/microagi/2026-04-18-18-37-40-908691.zarr,30.0,295.0,microagi,organize_drawer,human_bimanual
2026-04-18-18-38-37-570710,s3://rldb/processed_v3/microagi/2026-04-18-18-38-37-570710.zarr,30.0,407.0,microagi,organize_drawer,human_bimanual
2026-04-18-18-39-30-264043,s3://rldb/processed_v3/microagi/2026-04-18-18-39-30-264043.zarr,30.0,161.0,microagi,organize_drawer,human_bimanual
2026-04-18-18-39-40-804043,s3://rldb/processed_v3/microagi/2026-04-18-18-39-40-804043.zarr,30.0,299.0,microagi,organize_drawer,human_bimanual
2026-04-19-08-12-19-397330,s3://rldb/processed_v3/microagi/2026-04-19-08-12-19-397330.zarr,30.0,439.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-21-38-488588,s3://rldb/processed_v3/microagi/2026-04-19-11-21-38-488588.zarr,30.0,209.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-21-52-628588,s3://rldb/processed_v3/microagi/2026-04-19-11-21-52-628588.zarr,30.0,213.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-22-12-270255,s3://rldb/processed_v3/microagi/2026-04-19-11-22-12-270255.zarr,30.0,194.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-22-38-348588,s3://rldb/processed_v3/microagi/2026-04-19-11-22-38-348588.zarr,30.0,162.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-22-46-786921,s3://rldb/processed_v3/microagi/2026-04-19-11-22-46-786921.zarr,30.0,593.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-23-25-537244,s3://rldb/processed_v3/microagi/2026-04-19-11-23-25-537244.zarr,30.0,485.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-23-54-750578,s3://rldb/processed_v3/microagi/2026-04-19-11-23-54-750578.zarr,30.0,260.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-24-12-158911,s3://rldb/processed_v3/microagi/2026-04-19-11-24-12-158911.zarr,30.0,187.0,microagi,organize_drawer,human_bimanual
2026-04-19-11-24-23-830578,s3://rldb/processed_v3/microagi/2026-04-19-11-24-23-830578.zarr,30.0,239.0,microagi,organize_drawer,human_bimanual
2026-04-19-12-24-24-323112,s3://rldb/processed_v3/microagi/2026-04-19-12-24-24-323112.zarr,30.0,154.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-12-24-30-558112,s3://rldb/processed_v3/microagi/2026-04-19-12-24-30-558112.zarr,30.0,1387.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-12-25-18-814779,s3://rldb/processed_v3/microagi/2026-04-19-12-25-18-814779.zarr,30.0,348.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-12-25-48-594779,s3://rldb/processed_v3/microagi/2026-04-19-12-25-48-594779.zarr,30.0,316.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-12-26-00-533112,s3://rldb/processed_v3/microagi/2026-04-19-12-26-00-533112.zarr,30.0,153.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-12-27-30-306424,s3://rldb/processed_v3/microagi/2026-04-19-12-27-30-306424.zarr,30.0,845.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-12-28-11-193090,s3://rldb/processed_v3/microagi/2026-04-19-12-28-11-193090.zarr,30.0,302.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-12-28-30-268090,s3://rldb/processed_v3/microagi/2026-04-19-12-28-30-268090.zarr,30.0,170.0,microagi,organize_makeup_drawer,human_bimanual
2026-04-19-13-03-58-054537,s3://rldb/processed_v3/microagi/2026-04-19-13-03-58-054537.zarr,30.0,260.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-04-07-329537,s3://rldb/processed_v3/microagi/2026-04-19-13-04-07-329537.zarr,30.0,182.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-04-52-464537,s3://rldb/processed_v3/microagi/2026-04-19-13-04-52-464537.zarr,30.0,307.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-05-03-707870,s3://rldb/processed_v3/microagi/2026-04-19-13-05-03-707870.zarr,30.0,252.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-06-17-299362,s3://rldb/processed_v3/microagi/2026-04-19-13-06-17-299362.zarr,30.0,192.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-06-24-939362,s3://rldb/processed_v3/microagi/2026-04-19-13-06-24-939362.zarr,30.0,212.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-06-47-157695,s3://rldb/processed_v3/microagi/2026-04-19-13-06-47-157695.zarr,30.0,155.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-06-58-732695,s3://rldb/processed_v3/microagi/2026-04-19-13-06-58-732695.zarr,30.0,528.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-07-16-481028,s3://rldb/processed_v3/microagi/2026-04-19-13-07-16-481028.zarr,30.0,201.0,microagi,organize_drawer,human_bimanual
2026-04-19-13-07-23-419362,s3://rldb/processed_v3/microagi/2026-04-19-13-07-23-419362.zarr,30.0,204.0,microagi,organize_drawer,human_bimanual
2026-04-19-16-29-18-437281,s3://rldb/processed_v3/microagi/2026-04-19-16-29-18-437281.zarr,30.0,197.0,microagi,organize_kitchen_drawer,human_bimanual
2026-04-19-16-45-50-813965,s3://rldb/processed_v3/microagi/2026-04-19-16-45-50-813965.zarr,30.0,232.0,microagi,get_snack_from_drawer,human_bimanual
2026-04-19-19-27-53-862536,s3://rldb/processed_v3/microagi/2026-04-19-19-27-53-862536.zarr,30.0,168.0,microagi,organize_drawer,human_bimanual
2026-04-19-21-45-31-071406,s3://rldb/processed_v3/microagi/2026-04-19-21-45-31-071406.zarr,30.0,189.0,microagi,clean_coffee_cups_and_equipment,human_bimanual
2026-04-19-21-50-23-070085,s3://rldb/processed_v3/microagi/2026-04-19-21-50-23-070085.zarr,30.0,161.0,microagi,organize_coffee_cups,human_bimanual
2026-04-20-07-03-49-774599,s3://rldb/processed_v3/microagi/2026-04-20-07-03-49-774599.zarr,30.0,178.0,microagi,Refill_coffee_machine_cups,human_bimanual
2026-04-20-07-56-11-440220,s3://rldb/processed_v3/microagi/2026-04-20-07-56-11-440220.zarr,30.0,438.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-20-07-56-47-557724,s3://rldb/processed_v3/microagi/2026-04-20-07-56-47-557724.zarr,30.0,659.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-20-08-01-39-934401,s3://rldb/processed_v3/microagi/2026-04-20-08-01-39-934401.zarr,30.0,551.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-20-08-02-53-590319,s3://rldb/processed_v3/microagi/2026-04-20-08-02-53-590319.zarr,30.0,501.0,microagi,assemble_wooden_drawer,human_bimanual
2026-04-20-11-07-51-069536,s3://rldb/processed_v3/microagi/2026-04-20-11-07-51-069536.zarr,30.0,475.0,microagi,organize_items_in_drawer,human_bimanual
2026-04-20-12-24-52-997503,s3://rldb/processed_v3/microagi/2026-04-20-12-24-52-997503.zarr,30.0,290.0,microagi,organize_items_in_drawer,human_bimanual
2026-04-20-12-25-36-210837,s3://rldb/processed_v3/microagi/2026-04-20-12-25-36-210837.zarr,30.0,269.0,microagi,organize_items_in_drawer,human_bimanual
2026-04-20-12-26-19-425252,s3://rldb/processed_v3/microagi/2026-04-20-12-26-19-425252.zarr,30.0,187.0,microagi,organize_items_in_drawer,human_bimanual
2026-04-20-12-26-30-628585,s3://rldb/processed_v3/microagi/2026-04-20-12-26-30-628585.zarr,30.0,286.0,microagi,organize_items_in_drawer,human_bimanual
2026-04-20-12-26-47-000252,s3://rldb/processed_v3/microagi/2026-04-20-12-26-47-000252.zarr,30.0,410.0,microagi,organize_items_in_drawer,human_bimanual
2026-04-20-12-28-15-127957,s3://rldb/processed_v3/microagi/2026-04-20-12-28-15-127957.zarr,30.0,311.0,microagi,clean_drawer_surface,human_bimanual
2026-04-20-12-28-54-172957,s3://rldb/processed_v3/microagi/2026-04-20-12-28-54-172957.zarr,30.0,662.0,microagi,organize_jewelry_drawer,human_bimanual
2026-04-20-13-01-49-601622,s3://rldb/processed_v3/microagi/2026-04-20-13-01-49-601622.zarr,30.0,150.0,microagi,organize_items_in_bag_and_drawer,human_bimanual
2026-04-20-13-01-55-238289,s3://rldb/processed_v3/microagi/2026-04-20-13-01-55-238289.zarr,30.0,258.0,microagi,organize_items_in_bag_and_drawer,human_bimanual
2026-04-20-13-11-41-716035,s3://rldb/processed_v3/microagi/2026-04-20-13-11-41-716035.zarr,30.0,916.0,microagi,wash_a_cup,human_bimanual
